Area,Year,Month,PeriodType,Period,LaborForce,Employment,Unemployment,UnemploymentRate,SeasonalAdjustment
Lee's Summit city,2019,November,3,11,56033,54692,1341,2.4,Not seasonally adjusted
Lee's Summit city,2019,October,3,10,55876,54697,1179,2.1,Not seasonally adjusted
Lee's Summit city,2019,September,3,9,55760,54606,1154,2.1,Not seasonally adjusted
Lee's Summit city,2019,August,3,8,55883,54372,1511,2.7,Not seasonally adjusted
Lee's Summit city,2019,July,3,7,56320,54840,1480,2.6,Not seasonally adjusted
Lee's Summit city,2019,June,3,6,56081,54722,1359,2.4,Not seasonally adjusted
Lee's Summit city,2019,May,3,5,55109,53790,1319,2.4,Not seasonally adjusted
Lee's Summit city,2019,April,3,4,54888,53645,1243,2.3,Not seasonally adjusted
Lee's Summit city,2019,March,3,3,54989,53389,1600,2.9,Not seasonally adjusted
Lee's Summit city,2019,February,3,2,54973,53362,1611,2.9,Not seasonally adjusted
Lee's Summit city,2019,January,3,1,54904,53221,1683,3.1,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2020,May,3,5,1109,1038,71,6.4,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2020,April,3,4,1109,1038,71,6.4,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2020,March,3,3,1211,1162,49,4,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2020,February,3,2,1189,1156,33,2.8,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2020,January,3,1,1183,1147,36,3,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2019,Annual Averages,1,0,1178,1154,24,2,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2019,December,3,12,1188,1160,28,2.4,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2019,November,3,11,1183,1164,19,1.6,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2019,October,3,10,1187,1168,19,1.6,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2019,September,3,9,1183,1161,22,1.9,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2019,August,3,8,1179,1156,23,2,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2019,July,3,7,1188,1166,22,1.9,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2019,June,3,6,1180,1163,17,1.4,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2019,May,3,5,1165,1148,17,1.5,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2019,April,3,4,1165,1146,19,1.6,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2019,March,3,3,1171,1138,33,2.8,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2019,February,3,2,1167,1138,29,2.5,Not seasonally adjusted
"Lee's Summit City, Cass County Part",2019,January,3,1,1170,1135,35,3,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2020,May,3,5,51316,47434,3882,7.6,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2020,April,3,4,51499,47309,4190,8.1,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2020,March,3,3,55038,53356,1682,3.1,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2020,February,3,2,54529,53042,1487,2.7,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2020,January,3,1,54348,52627,1721,3.2,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2019,Annual Averages,1,0,54394,53000,1394,2.6,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2019,December,3,12,54851,53351,1500,2.7,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2019,November,3,11,54850,53528,1322,2.4,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2019,October,3,10,54689,53529,1160,2.1,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2019,September,3,9,54577,53445,1132,2.1,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2019,August,3,8,54704,53216,1488,2.7,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2019,July,3,7,55132,53674,1458,2.6,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2019,June,3,6,54901,53559,1342,2.4,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2019,May,3,5,53944,52642,1302,2.4,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2019,April,3,4,53723,52499,1224,2.3,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2019,March,3,3,53818,52251,1567,2.9,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2019,February,3,2,53806,52224,1582,2.9,Not seasonally adjusted
"Lee's Summit City, Jackson County Part",2019,January,3,1,53734,52086,1648,3.1,Not seasonally adjusted
Liberty city,2020,May,3,5,16546,14468,2078,12.6,Not seasonally adjusted
Liberty city,2020,April,3,4,16554,14445,2109,12.7,Not seasonally adjusted
Liberty city,2020,March,3,3,16798,16246,552,3.3,Not seasonally adjusted
Liberty city,2020,February,3,2,16642,16144,498,3,Not seasonally adjusted
Liberty city,2020,January,3,1,16594,16008,586,3.5,Not seasonally adjusted
Liberty city,2019,Annual Averages,1,0,16597,16132,465,2.8,Not seasonally adjusted
Liberty city,2019,December,3,12,16719,16219,500,3,Not seasonally adjusted
Liberty city,2019,November,3,11,16727,16282,445,2.7,Not seasonally adjusted
Liberty city,2019,October,3,10,16641,16294,347,2.1,Not seasonally adjusted
Liberty city,2019,September,3,9,16634,16257,377,2.3,Not seasonally adjusted
Liberty city,2019,August,3,8,16723,16181,542,3.2,Not seasonally adjusted
Liberty city,2019,July,3,7,16934,16323,611,3.6,Not seasonally adjusted
Liberty city,2019,June,3,6,16770,16298,472,2.8,Not seasonally adjusted
Liberty city,2019,May,3,5,16473,16044,429,2.6,Not seasonally adjusted
Liberty city,2019,April,3,4,16379,16012,367,2.2,Not seasonally adjusted
Liberty city,2019,March,3,3,16408,15913,495,3,Not seasonally adjusted
Liberty city,2019,February,3,2,16395,15907,488,3,Not seasonally adjusted
Liberty city,2019,January,3,1,16365,15857,508,3.1,Not seasonally adjusted
Maryland Heights city,2020,May,3,5,15634,14147,1487,9.5,Not seasonally adjusted
Maryland Heights city,2020,April,3,4,15592,14231,1361,8.7,Not seasonally adjusted
Maryland Heights city,2020,March,3,3,16416,15914,502,3.1,Not seasonally adjusted
Maryland Heights city,2020,February,3,2,16201,15727,474,2.9,Not seasonally adjusted
Maryland Heights city,2020,January,3,1,16230,15689,541,3.3,Not seasonally adjusted
Maryland Heights city,2019,Annual Averages,1,0,16189,15784,405,2.5,Not seasonally adjusted
Maryland Heights city,2019,December,3,12,16284,15842,442,2.7,Not seasonally adjusted
Maryland Heights city,2019,November,3,11,16303,15910,393,2.4,Not seasonally adjusted
Maryland Heights city,2019,October,3,10,16273,15928,345,2.1,Not seasonally adjusted
Maryland Heights city,2019,September,3,9,16257,15930,327,2,Not seasonally adjusted
Maryland Heights city,2019,August,3,8,16277,15859,418,2.6,Not seasonally adjusted
Maryland Heights city,2019,July,3,7,16452,16053,399,2.4,Not seasonally adjusted
Maryland Heights city,2019,June,3,6,16317,15926,391,2.4,Not seasonally adjusted
Maryland Heights city,2019,May,3,5,16058,15686,372,2.3,Not seasonally adjusted
Maryland Heights city,2019,April,3,4,16001,15658,343,2.1,Not seasonally adjusted
Maryland Heights city,2019,March,3,3,16030,15582,448,2.8,Not seasonally adjusted
Maryland Heights city,2019,February,3,2,16064,15585,479,3,Not seasonally adjusted
Maryland Heights city,2019,January,3,1,15957,15453,504,3.2,Not seasonally adjusted
O'Fallon city,2020,May,3,5,48690,44018,4672,9.6,Not seasonally adjusted
O'Fallon city,2020,April,3,4,49166,44344,4822,9.8,Not seasonally adjusted
O'Fallon city,2020,March,3,3,51003,49413,1590,3.1,Not seasonally adjusted
O'Fallon city,2020,February,3,2,50167,48787,1380,2.8,Not seasonally adjusted
O'Fallon city,2020,January,3,1,50482,48621,1861,3.7,Not seasonally adjusted
O'Fallon city,2019,Annual Averages,1,0,50212,48980,1232,2.5,Not seasonally adjusted
O'Fallon city,2019,December,3,12,50302,49066,1236,2.5,Not seasonally adjusted
O'Fallon city,2019,November,3,11,50535,49321,1214,2.4,Not seasonally adjusted
O'Fallon city,2019,October,3,10,50535,49413,1122,2.2,Not seasonally adjusted
O'Fallon city,2019,September,3,9,50440,49390,1050,2.1,Not seasonally adjusted
O'Fallon city,2019,August,3,8,50458,49141,1317,2.6,Not seasonally adjusted
O'Fallon city,2019,July,3,7,51060,49760,1300,2.5,Not seasonally adjusted
O'Fallon city,2019,June,3,6,50620,49414,1206,2.4,Not seasonally adjusted
O'Fallon city,2019,May,3,5,49914,48764,1150,2.3,Not seasonally adjusted
O'Fallon city,2019,April,3,4,49753,48728,1025,2.1,Not seasonally adjusted
O'Fallon city,2019,March,3,3,49746,48392,1354,2.7,Not seasonally adjusted
O'Fallon city,2019,February,3,2,49765,48413,1352,2.7,Not seasonally adjusted
O'Fallon city,2019,January,3,1,49410,47956,1454,2.9,Not seasonally adjusted
Raytown city,2020,May,3,5,14814,12910,1904,12.9,Not seasonally adjusted
Raytown city,2020,April,3,4,14724,12876,1848,12.6,Not seasonally adjusted
Raytown city,2020,March,3,3,15362,14522,840,5.5,Not seasonally adjusted
Raytown city,2020,February,3,2,15211,14436,775,5.1,Not seasonally adjusted
Raytown city,2020,January,3,1,15112,14323,789,5.2,Not seasonally adjusted
Raytown city,2019,Annual Averages,1,0,15099,14425,674,4.5,Not seasonally adjusted
Raytown city,2019,December,3,12,15181,14520,661,4.4,Not seasonally adjusted
Raytown city,2019,November,3,11,15183,14569,614,4,Not seasonally adjusted
Raytown city,2019,October,3,10,15216,14569,647,4.3,Not seasonally adjusted
Raytown city,2019,September,3,9,15108,14546,562,3.7,Not seasonally adjusted
Raytown city,2019,August,3,8,15192,14484,708,4.7,Not seasonally adjusted
Raytown city,2019,July,3,7,15435,14608,827,5.4,Not seasonally adjusted
Raytown city,2019,June,3,6,15258,14577,681,4.5,Not seasonally adjusted
Raytown city,2019,May,3,5,14893,14328,565,3.8,Not seasonally adjusted
Raytown city,2019,April,3,4,14856,14289,567,3.8,Not seasonally adjusted
Raytown city,2019,March,3,3,14975,14221,754,5,Not seasonally adjusted
Raytown city,2019,February,3,2,14970,14214,756,5.1,Not seasonally adjusted
Raytown city,2019,January,3,1,14926,14176,750,5,Not seasonally adjusted
Springfield city,2020,May,3,5,86108,77941,8167,9.5,Not seasonally adjusted
Springfield city,2020,April,3,4,87357,77993,9364,10.7,Not seasonally adjusted
Springfield city,2020,March,3,3,89379,86387,2992,3.3,Not seasonally adjusted
Springfield city,2020,February,3,2,87956,85162,2794,3.2,Not seasonally adjusted
Springfield city,2020,January,3,1,87902,84590,3312,3.8,Not seasonally adjusted
Springfield city,2019,Annual Averages,1,0,87258,84774,2484,2.8,Not seasonally adjusted
Springfield city,2019,December,3,12,88230,85415,2815,3.2,Not seasonally adjusted
Springfield city,2019,November,3,11,88214,85664,2550,2.9,Not seasonally adjusted
Springfield city,2019,October,3,10,87573,85484,2089,2.4,Not seasonally adjusted
Springfield city,2019,September,3,9,87585,85535,2050,2.3,Not seasonally adjusted
Springfield city,2019,August,3,8,86610,83740,2870,3.3,Not seasonally adjusted
Springfield city,2019,July,3,7,88287,85687,2600,2.9,Not seasonally adjusted
Springfield city,2019,June,3,6,87373,84887,2486,2.8,Not seasonally adjusted
Springfield city,2019,May,3,5,86920,84599,2321,2.7,Not seasonally adjusted
Springfield city,2019,April,3,4,86381,84394,1987,2.3,Not seasonally adjusted
Springfield city,2019,March,3,3,86941,84259,2682,3.1,Not seasonally adjusted
Springfield city,2019,February,3,2,86930,84356,2574,3,Not seasonally adjusted
Springfield city,2019,January,3,1,86051,83268,2783,3.2,Not seasonally adjusted
St. Charles city,2020,May,3,5,38265,34613,3652,9.5,Not seasonally adjusted
St. Charles city,2020,April,3,4,38596,34869,3727,9.7,Not seasonally adjusted
St. Charles city,2020,March,3,3,40174,38855,1319,3.3,Not seasonally adjusted
St. Charles city,2020,February,3,2,39572,38363,1209,3.1,Not seasonally adjusted
St. Charles city,2020,January,3,1,39707,38232,1475,3.7,Not seasonally adjusted
St. Charles city,2019,Annual Averages,1,0,39586,38515,1071,2.7,Not seasonally adjusted
St. Charles city,2019,December,3,12,39656,38582,1074,2.7,Not seasonally adjusted
St. Charles city,2019,November,3,11,39746,38783,963,2.4,Not seasonally adjusted
St. Charles city,2019,October,3,10,39734,38856,878,2.2,Not seasonally adjusted
St. Charles city,2019,September,3,9,39661,38837,824,2.1,Not seasonally adjusted
St. Charles city,2019,August,3,8,39764,38642,1122,2.8,Not seasonally adjusted
St. Charles city,2019,July,3,7,40433,39128,1305,3.2,Not seasonally adjusted
St. Charles city,2019,June,3,6,40084,38856,1228,3.1,Not seasonally adjusted
St. Charles city,2019,May,3,5,39349,38345,1004,2.6,Not seasonally adjusted
St. Charles city,2019,April,3,4,39217,38317,900,2.3,Not seasonally adjusted
St. Charles city,2019,March,3,3,39220,38053,1167,3,Not seasonally adjusted
St. Charles city,2019,February,3,2,39229,38069,1160,3,Not seasonally adjusted
St. Charles city,2019,January,3,1,38938,37710,1228,3.2,Not seasonally adjusted
St. Joseph city,2020,May,3,5,36530,33873,2657,7.3,Not seasonally adjusted
St. Joseph city,2020,April,3,4,36602,33783,2819,7.7,Not seasonally adjusted
St. Joseph city,2020,March,3,3,37967,36539,1428,3.8,Not seasonally adjusted
St. Joseph city,2020,February,3,2,37449,36064,1385,3.7,Not seasonally adjusted
St. Joseph city,2020,January,3,1,37534,36013,1521,4.1,Not seasonally adjusted
St. Joseph city,2019,Annual Averages,1,0,37566,36371,1195,3.2,Not seasonally adjusted
St. Joseph city,2019,December,3,12,37691,36501,1190,3.2,Not seasonally adjusted
St. Joseph city,2019,November,3,11,37626,36567,1059,2.8,Not seasonally adjusted
St. Joseph city,2019,October,3,10,37691,36694,997,2.6,Not seasonally adjusted
St. Joseph city,2019,September,3,9,37397,36463,934,2.5,Not seasonally adjusted
St. Joseph city,2019,August,3,8,37476,36214,1262,3.4,Not seasonally adjusted
St. Joseph city,2019,July,3,7,38342,36945,1397,3.6,Not seasonally adjusted
St. Joseph city,2019,June,3,6,37980,36760,1220,3.2,Not seasonally adjusted
St. Joseph city,2019,May,3,5,37219,36148,1071,2.9,Not seasonally adjusted
St. Joseph city,2019,April,3,4,37368,36311,1057,2.8,Not seasonally adjusted
St. Joseph city,2019,March,3,3,37413,36019,1394,3.7,Not seasonally adjusted
St. Joseph city,2019,February,3,2,37431,36056,1375,3.7,Not seasonally adjusted
St. Joseph city,2019,January,3,1,37155,35773,1382,3.7,Not seasonally adjusted
St. Peters city,2020,May,3,5,33365,30110,3255,9.8,Not seasonally adjusted
St. Peters city,2020,April,3,4,33618,30333,3285,9.8,Not seasonally adjusted
St. Peters city,2020,March,3,3,34837,33801,1036,3,Not seasonally adjusted
St. Peters city,2020,February,3,2,34284,33372,912,2.7,Not seasonally adjusted
St. Peters city,2020,January,3,1,34472,33259,1213,3.5,Not seasonally adjusted
St. Peters city,2019,Annual Averages,1,0,34380,33504,876,2.5,Not seasonally adjusted
St. Peters city,2019,December,3,12,34521,33563,958,2.8,Not seasonally adjusted
St. Peters city,2019,November,3,11,34571,33738,833,2.4,Not seasonally adjusted
St. Peters city,2019,October,3,10,34573,33801,772,2.2,Not seasonally adjusted
St. Peters city,2019,September,3,9,34499,33785,714,2.1,Not seasonally adjusted
St. Peters city,2019,August,3,8,34547,33615,932,2.7,Not seasonally adjusted
St. Peters city,2019,July,3,7,35063,34038,1025,2.9,Not seasonally adjusted
St. Peters city,2019,June,3,6,34748,33801,947,2.7,Not seasonally adjusted
St. Peters city,2019,May,3,5,34128,33357,771,2.3,Not seasonally adjusted
St. Peters city,2019,April,3,4,34019,33332,687,2,Not seasonally adjusted
St. Peters city,2019,March,3,3,34063,33102,961,2.8,Not seasonally adjusted
St. Peters city,2019,February,3,2,34065,33117,948,2.8,Not seasonally adjusted
St. Peters city,2019,January,3,1,33769,32804,965,2.9,Not seasonally adjusted
University City city,2020,May,3,5,18060,16243,1817,10.1,Not seasonally adjusted
University City city,2020,April,3,4,17852,16340,1512,8.5,Not seasonally adjusted
University City city,2020,March,3,3,18886,18272,614,3.3,Not seasonally adjusted
University City city,2020,February,3,2,18642,18057,585,3.1,Not seasonally adjusted
University City city,2020,January,3,1,18717,18014,703,3.8,Not seasonally adjusted
University City city,2019,Annual Averages,1,0,18685,18123,562,3,Not seasonally adjusted
University City city,2019,December,3,12,18783,18190,593,3.2,Not seasonally adjusted
University City city,2019,November,3,11,18817,18267,550,2.9,Not seasonally adjusted
University City city,2019,October,3,10,18768,18288,480,2.6,Not seasonally adjusted
University City city,2019,September,3,9,18710,18290,420,2.2,Not seasonally adjusted
University City city,2019,August,3,8,18807,18209,598,3.2,Not seasonally adjusted
University City city,2019,July,3,7,19088,18432,656,3.4,Not seasonally adjusted
University City city,2019,June,3,6,18884,18286,598,3.2,Not seasonally adjusted
University City city,2019,May,3,5,18504,18010,494,2.7,Not seasonally adjusted
